id,date,content,url,likes,retweets,reply_count,hashtags,media_type,media_url,media_path
s614062026151854080,2015-06-25 13:26:10+00:00,July will be delayed this year. Find out more here: http://t.co/G7JRaW1RFr http://t.co/1UL3sR7zbf,https://twitter.com/Dyson/status/614062026151854080,0,3,1,,photo,https://pbs.twimg.com/media/CIWWKF2W8AEO4Vm?format=jpg&name=large,Dyson_media/s614062026151854080.jpg
s613366081399472128,2015-06-23 15:20:44+00:00,"From aerospace communication to building dams, meet four of our most inspired engineers http://t.co/AsLPxSYACI #NWED http://t.co/0EashAo8C3",https://twitter.com/Dyson/status/613366081399472128,122,58,2,['NWED'],photo,https://pbs.twimg.com/media/CIMdM1LWEAARHK6?format=png&name=large,Dyson_media/s613366081399472128.jpg
s612756899935703040,2015-06-21 23:00:04+00:00,Here’s to the tinkerer. To the man in his shed. The guy who fixes it. #happyfathersday http://t.co/Uoqxbja7ET,https://twitter.com/Dyson/status/612756899935703040,7,5,1,['happyfathersday'],photo,https://pbs.twimg.com/media/CIDzJ1tXAAAv-ON?format=png&name=large,Dyson_media/s612756899935703040.jpg
s612696499600904192,2015-06-21 19:00:03+00:00,Inventive dad J. Friedman invented a flexible straw when his daughter struggled to drink a milkshake #happyfathersday http://t.co/wlBmlMUPnO,https://twitter.com/Dyson/status/612696499600904192,7,13,0,['happyfathersday'],photo,https://pbs.twimg.com/media/CIC8OExWgAQaKal?format=png&name=large,Dyson_media/s612696499600904192.jpg
s612424710345900032,2015-06-21 01:00:03+00:00,Stay cool through the humid summer with AM06. Tune into @HSN. #TodaysSpecial http://t.co/zN2lEi2qYO http://t.co/qjytoC5dAg,https://twitter.com/Dyson/status/612424710345900032,13,10,1,['TodaysSpecial'],photo,https://pbs.twimg.com/media/CH_FB3AWoAQBWcd?format=jpg&name=large,Dyson_media/s612424710345900032.jpg
s610836357267779585,2015-06-16 15:48:31+00:00,"Jake Dyson’s CSYS™ task lights move horizontally, vertically and rotate 360 degrees. http://t.co/rKGcqVmx19 http://t.co/5Ku4W5MDnf",https://twitter.com/Dyson/status/610836357267779585,27,14,4,,photo,https://pbs.twimg.com/media/CHogbfDUcAAhF9e?format=png&name=large,Dyson_media/s610836357267779585.jpg
s610433932086091777,2015-06-15 13:09:25+00:00,LEDs produce light but also generate large amounts of heat. Jake Dyson set out to overcome these problems. http://t.co/7FJBlhqZK0,https://twitter.com/Dyson/status/610433932086091777,36,31,6,,photo,https://pbs.twimg.com/media/CHiybTGWsAEuWQv?format=png&name=large,Dyson_media/s610433932086091777.jpg
s609696227454791681,2015-06-13 12:18:02+00:00,Considering the V6 Fluffy in the #dysontradein? Read what @trustedreviews have to say here: http://t.co/peizyxBbEo http://t.co/6xqzFMyoTr,https://twitter.com/Dyson/status/609696227454791681,5,11,0,['dysontradein'],photo,https://pbs.twimg.com/media/CHYTe67WEAArjod?format=jpg&name=large,Dyson_media/s609696227454791681.jpg
s609368401195233280,2015-06-12 14:35:23+00:00,Jake Dyson engineered a light to last for 37 years without losing brightness or color. http://t.co/rKGcqVmx19 http://t.co/eoDcH4pL6C,https://twitter.com/Dyson/status/609368401195233280,92,97,16,,photo,https://pbs.twimg.com/media/CHTpVQ2W8AEsjHe?format=png&name=large,Dyson_media/s609368401195233280.jpg
s608998405248045057,2015-06-11 14:05:09+00:00,The CSYS™ task light solves the problem of overheating LEDs. Learn more: http://t.co/rKGcqVmx19 http://t.co/XqxmGnsLOk,https://twitter.com/Dyson/status/608998405248045057,32,51,7,,photo,https://pbs.twimg.com/media/CHOY0pOWkAAp2c1?format=png&name=large,Dyson_media/s608998405248045057.jpg
s608712351043481601,2015-06-10 19:08:28+00:00,"For over 10 years, Jake's team have been developing tech to better harness the power of LEDs. http://t.co/Z9STY1H1Rn http://t.co/aZLA6PFic6",https://twitter.com/Dyson/status/608712351043481601,27,22,1,,photo,https://pbs.twimg.com/media/CHKUqHKXIAA6kXM?format=png&name=large,Dyson_media/s608712351043481601.jpg
